time,observed_temperature,forecast_temperature,corrected_temperature,corrected_rf,raw_error,corrected_error,rf_error
2024-08-01 00:00:00,34.0,30.9,31.2501179245283,33.19111132542638,-3.1000000000000014,-2.7498820754716995,-0.8088886745736232
2024-08-01 01:00:00,35.0,32.0,32.350117924528305,34.29181588974751,-3.0,-2.6498820754716945,-0.7081841102524891
2024-08-01 02:00:00,36.0,33.0,33.350117924528305,34.06922813298028,-3.0,-2.6498820754716945,-1.9307718670197218
2024-08-01 03:00:00,36.0,33.7,34.05011792452831,34.60323364594427,-2.299999999999997,-1.9498820754716917,-1.3967663540557282
2024-08-01 04:00:00,38.0,33.7,34.05011792452831,34.522827605572964,-4.299999999999997,-3.9498820754716917,-3.4771723944270363
2024-08-01 05:00:00,37.0,34.6,34.95011792452831,36.26737287904949,-2.3999999999999986,-2.049882075471693,-0.7326271209505109
2024-08-01 06:00:00,38.0,34.8,35.1501179245283,36.36998646032115,-3.200000000000003,-2.8498820754716974,-1.630013539678849
2024-08-01 07:00:00,38.0,34.9,35.250117924528304,36.60250249636844,-3.1000000000000014,-2.749882075471696,-1.3974975036315627
2024-08-01 08:00:00,38.0,34.6,34.95011792452831,36.52330064257638,-3.3999999999999986,-3.049882075471693,-1.4766993574236196
2024-08-01 09:00:00,37.0,34.1,34.45011792452831,36.6410393055882,-2.8999999999999986,-2.549882075471693,-0.3589606944117989
2024-08-01 10:00:00,35.0,32.6,32.95011792452831,35.27037394367758,-2.3999999999999986,-2.049882075471693,0.2703739436775834
2024-08-01 11:00:00,33.0,31.0,31.350117924528302,33.711408914833875,-2.0,-1.649882075471698,0.7114089148338749
2024-08-01 12:00:00,31.0,30.9,31.2501179245283,33.3759834473533,-0.10000000000000142,0.2501179245283005,2.375983447353299
2024-08-01 13:00:00,30.0,29.9,30.2501179245283,32.24123594093815,-0.10000000000000142,0.2501179245283005,2.2412359409381466
2024-08-01 14:00:00,30.0,29.4,29.7501179245283,31.258714120266557,-0.6000000000000014,-0.2498820754716995,1.258714120266557
2024-08-01 15:00:00,30.0,28.8,29.150117924528303,30.55457103969517,-1.1999999999999993,-0.8498820754716974,0.5545710396951691
2024-08-01 16:00:00,30.0,28.5,28.850117924528302,30.12506966881158,-1.5,-1.149882075471698,0.12506966881158021
2024-08-01 17:00:00,30.0,28.2,28.5501179245283,29.854653608358444,-1.8000000000000007,-1.4498820754716988,-0.1453463916415565
2024-08-01 18:00:00,30.0,28.2,28.5501179245283,29.683649898914293,-1.8000000000000007,-1.4498820754716988,-0.3163501010857068
2024-08-01 19:00:00,30.0,28.0,28.350117924528302,29.704605938074224,-2.0,-1.649882075471698,-0.29539406192577644
2024-08-01 20:00:00,29.0,27.8,28.150117924528303,28.972448183165735,-1.1999999999999993,-0.8498820754716974,-0.027551816834264997
2024-08-01 21:00:00,28.000000000000004,27.5,27.850117924528302,28.51063022295472,-0.5000000000000036,-0.14988207547170163,0.5106302229547168
2024-08-01 22:00:00,29.0,27.6,27.950117924528303,29.540891245143317,-1.3999999999999986,-1.0498820754716967,0.5408912451433174
2024-08-01 23:00:00,31.0,29.3,29.650117924528303,31.920263530791104,-1.6999999999999993,-1.3498820754716974,0.9202635307911038
2024-08-02 00:00:00,33.0,31.3,31.650117924528303,33.89651604097227,-1.6999999999999993,-1.3498820754716974,0.8965160409722728
2024-08-02 01:00:00,35.0,32.7,33.05011792452831,34.535769980019985,-2.299999999999997,-1.9498820754716917,-0.4642300199800147
2024-08-02 02:00:00,35.0,34.0,34.350117924528305,35.620807736666926,-1.0,-0.6498820754716945,0.6208077366669258
2024-08-02 03:00:00,38.0,34.9,35.250117924528304,36.31316987856914,-3.1000000000000014,-2.749882075471696,-1.6868301214308588
2024-08-02 04:00:00,38.0,35.7,36.05011792452831,37.29498145398633,-2.299999999999997,-1.9498820754716917,-0.7050185460136689
2024-08-02 05:00:00,38.0,36.2,36.55011792452831,37.782948557679426,-1.7999999999999972,-1.4498820754716917,-0.2170514423205745
2024-08-02 06:00:00,38.0,36.4,36.750117924528304,38.07769598406839,-1.6000000000000014,-1.249882075471696,0.07769598406839151
2024-08-02 07:00:00,39.0,35.6,35.95011792452831,37.24356108787369,-3.3999999999999986,-3.049882075471693,-1.7564389121263133
2024-08-02 08:00:00,39.0,34.3,34.6501179245283,36.22361919616331,-4.700000000000003,-4.349882075471697,-2.7763808038366875
2024-08-02 09:00:00,37.0,35.8,36.1501179245283,37.75668324912531,-1.2000000000000028,-0.8498820754716974,0.7566832491253095
2024-08-02 10:00:00,36.0,34.5,34.850117924528305,36.84890724448625,-1.5,-1.1498820754716945,0.8489072444862487
2024-08-02 11:00:00,34.0,32.2,32.55011792452831,34.393675934864504,-1.7999999999999972,-1.4498820754716917,0.39367593486450403
2024-08-02 12:00:00,32.0,31.6,31.950117924528303,33.861908735749545,-0.3999999999999986,-0.04988207547169665,1.8619087357495445
2024-08-02 13:00:00,31.0,31.2,31.5501179245283,33.289791824139485,0.1999999999999993,0.5501179245283012,2.289791824139485
2024-08-02 14:00:00,31.0,30.8,31.150117924528303,32.548784047460536,-0.1999999999999993,0.15011792452830264,1.5487840474605363
2024-08-02 15:00:00,31.0,30.3,30.650117924528303,32.02269645403831,-0.6999999999999993,-0.34988207547169736,1.0226964540383108
2024-08-02 16:00:00,31.0,28.9,29.2501179245283,30.61887423697733,-2.1000000000000014,-1.7498820754716995,-0.3811257630226699
2024-08-02 17:00:00,30.0,29.0,29.350117924528302,30.64144743738803,-1.0,-0.6498820754716981,0.641447437388031
2024-08-02 18:00:00,30.0,28.7,29.0501179245283,30.262482416991762,-1.3000000000000007,-0.9498820754716988,0.26248241699176234
2024-08-02 19:00:00,31.0,28.4,28.7501179245283,30.319199596789087,-2.6000000000000014,-2.2498820754716995,-0.6808004032109132
2024-08-02 20:00:00,29.0,28.2,28.5501179245283,29.57438637513802,-0.8000000000000007,-0.4498820754716988,0.5743863751380189
2024-08-02 21:00:00,29.0,27.9,28.2501179245283,29.195940380824457,-1.1000000000000014,-0.7498820754716995,0.19594038082445664
2024-08-02 22:00:00,30.0,28.5,28.850117924528302,30.405795297727728,-1.5,-1.149882075471698,0.40579529772772815
2024-08-02 23:00:00,32.0,30.2,30.5501179245283,32.14820889270044,-1.8000000000000007,-1.4498820754716988,0.14820889270043835
2024-08-03 00:00:00,35.0,31.9,32.250117924528304,34.48995590116583,-3.1000000000000014,-2.749882075471696,-0.5100440988341717
2024-08-03 01:00:00,37.0,33.4,33.750117924528304,36.00481827510724,-3.6000000000000014,-3.249882075471696,-0.9951817248927597
2024-08-03 02:00:00,37.0,34.8,35.1501179245283,37.27640690241131,-2.200000000000003,-1.8498820754716974,0.27640690241130983
2024-08-03 03:00:00,39.0,35.8,36.1501179245283,38.257591969550056,-3.200000000000003,-2.8498820754716974,-0.7424080304499441
2024-08-03 04:00:00,40.0,36.5,36.850117924528305,38.81288119691196,-3.5,-3.1498820754716945,-1.1871188030880404
