season,n,bias,MAE,RMSE,corr,qd95
冬季 DJF,5712.0,1.3081407563025211,1.963602941176471,2.798588141945023,0.8957366193967419,6.4
夏季 JJA,6552.0,-1.2168498168498172,1.620848595848596,1.9836511273083772,0.9315287990203661,3.6999999999999993
春季 MAM,6552.0,-0.5581654456654461,1.3295940170940175,1.6730696602090687,0.9740338550980685,3.3000000000000007
秋季 SON,4727.0,-0.1738734927015025,1.402602073196531,1.9094362228762898,0.9733955891190933,3.8000000000000007
