method,MAE_mean,MAE_std,RMSE_mean,bias_mean,MAE_improvement_pct,RMSE_improvement_pct,step_gain_pct,note
① 原始预报（不订正）,1.5861704859411592,0.07604598827468144,2.145484207494115,-0.11000923479898313,0.0,0.0,,模式直接输出，作为基准
② 常数去偏,1.5779853359497862,0.09972898456695255,2.1824335928262486,0.11690402504357145,0.5579420935474112,-1.5882743430223425,0.5579420935474112,只消除全时段平均偏差
③ 按月去偏,1.3898959461160816,0.16207744445355643,1.9089287234563266,0.25860846348751426,12.411610977859391,11.150095746858492,11.85366888431198,再叠加季节调制
④ 按小时去偏,1.5714833133234365,0.07720370686952419,2.135299255778308,0.11688000279048594,0.929694809255445,0.5569078123084906,-11.481916168603947,只叠加日变化（与③对照，检验季节 vs 日变化谁重要）
⑤ 按(月×小时)去偏,1.3151104001384828,0.1427738564525938,1.7946206358796315,0.2586231649281227,17.050926035560398,16.397135155280896,16.121231226304953,同时刻画季节与日变化的耦合
⑥ 随机森林（多变量非线性）,1.2249845851392762,0.23172489598322768,1.6393649365128418,0.3187116615297045,22.797887466923385,23.74823993950729,5.746961431362987,在⑤之上，检验非线性多变量订正是否还有增量
